network,snapshot_index,day,event_slot,method,peak_dc_penetration,outage,solver_success,maximum_apparent_line_loading,maximum_voltage_violation_pu,minimum_voltage_pu,maximum_nonreference_active_plan_deviation_mw,reference_generator_loss_recourse_mw,load_multiplier,data_center_power_factor,profile_scale_reference,payment_reference_penetration,payment_network_scale,dc_power_scale,validation_trace_peak_mw,schema_version
IEEE RTS 24-bus,0,61,64,Payment-Certified N-1 Verifier,0.03,37,1,0.9261308097026087,0.0,0.9881332068913571,7.548411718682016e-09,5.278427742808589,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.09,0,1,0.9206485212948663,0.0,0.9879744505054542,6.41247560450648e-09,-4.173039044985671e-06,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.09,1,1,0.9358481111782222,0.0,0.9879440645434203,4.396978883666924e-09,0.6438778473129503,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.09,2,1,0.8845853753227442,0.0,0.9905146667559385,1.2052510101057123e-09,0.9743151592293344,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.09,3,1,0.9038882885699466,0.0,0.9814106867580938,4.764501682075206e-09,0.9662822261380626,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.09,4,1,0.9999999954701475,0.0,0.9537401492275885,1.828277773267658e-09,2.2821496686065927,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.09,5,1,0.9200368001714415,0.0,0.9892137944669688,5.589413376583252e-09,0.8428614928657225,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.09,7,1,0.9490927450964203,0.0,0.9884046747322519,5.84555445453725e-09,1.1805163106337488,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.09,8,1,0.9511966595605622,0.0,0.9826920626112294,1.386655412716209e-08,0.5753743048283155,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.09,13,1,0.9375430351318185,0.0,0.9809780854026522,8.28083557280479e-09,2.1778733989236656,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.09,14,1,0.9429656801095364,0.0,0.9810649673007461,5.891536147828447e-09,2.214856993964517,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.09,15,1,0.8811573518192449,0.0,1.0011466201648864,8.398615136684384e-10,5.746292747484503,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.09,16,1,0.8879864356835336,0.0,0.9919057730623605,4.225908587980551e-09,6.214492928810927,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.09,17,1,0.9123032024987304,0.0,0.9908296763009818,1.378919023409253e-08,1.4639736797666245,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.09,18,1,0.8972318067137979,0.0,0.988200818808171,2.125538939106376e-08,10.639549139282835,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.09,19,1,0.9047846962542868,0.0,1.0018065822144426,1.9424533093115315e-09,1.4514110219217713,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.09,20,1,0.9513755027786748,0.0,0.9867625074383545,7.208143415482482e-09,12.690682857028108,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.09,21,1,0.9781921606536575,0.0,0.9904724390468777,8.713804673161607e-09,10.9114110906728,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.09,22,1,0.891988796743395,0.0,0.9680285512186084,1.9031176634598523e-09,34.136390794322025,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.09,23,1,0.9197271007929217,0.0,0.9870089568900958,2.4225116974826523e-09,1.1074158786132102,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.09,24,1,0.9241788056772662,0.0,0.9878196960644307,8.234095307309436e-09,4.539022209660388,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.09,25,1,0.9241788056772662,0.0,0.9878196960644307,8.234095307309436e-09,4.539022209660388,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.09,27,1,0.9206018196772525,0.0,0.9868462999332424,7.717801508988487e-09,12.118634798209982,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.09,28,1,0.9524570635039498,0.0,0.9870954443144603,6.40866797485729e-09,2.456440779498635,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.09,29,1,0.9219716001722461,0.0,0.9873792539221394,6.131597440923889e-10,3.590104998940973,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.09,30,1,0.9225640187027984,0.0,0.9877869978305426,2.077854333037976e-09,4.151528381908776,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.09,31,1,0.9228094043681904,0.0,0.9878011739093157,7.910728072602069e-09,0.1323665690326976,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.09,32,1,0.9228094043681904,0.0,0.9878011739093157,7.910728072602069e-09,0.1323665690326976,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.09,33,1,0.9231464650046147,0.0,0.9878685771822318,4.4706780499836896e-09,0.09249251274029291,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.09,34,1,0.9231464650046147,0.0,0.9878685771822318,4.4706780499836896e-09,0.09249251274029291,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.09,35,1,0.9231803590601503,0.0,0.9879507409033896,1.9596200218074955e-09,0.3647966162734235,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.09,36,1,0.9231803590601503,0.0,0.9879507409033896,1.9596200218074955e-09,0.3647966162734235,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.09,37,1,0.9237034720241653,0.0,0.9878466266244547,6.167811138574257e-09,5.27768846498094,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.3541362819639489,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.06,0,1,0.9294823437235162,0.0,0.9880490531501136,6.152347262963593e-10,0.017670818607498973,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.06,1,1,0.9372188183230562,0.0,0.9881147293209835,4.738388692991409e-09,0.6526004591462851,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.06,2,1,0.8851159310574873,0.0,0.9905942167152862,4.0108716348186135e-10,0.9571355002610886,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.06,3,1,0.9052723527255273,0.0,0.9814583568185988,5.776541911473032e-09,0.9418668420479861,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.06,4,1,0.9999999955376401,0.0,0.9538767339520118,1.2262650552596182e-09,2.2543572971355417,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.06,5,1,0.9211776086915106,0.0,0.9893675586241845,7.106280008883914e-09,0.8398263717587469,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.06,7,1,0.950808355928938,0.0,0.9885720820338865,6.386775762298565e-09,1.2106105713355788,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.06,8,1,0.9528674567865609,0.0,0.9828367735511091,1.340714561592904e-08,0.5863866674491334,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.06,13,1,0.9389126403320204,0.0,0.9811323527804492,7.281528269231785e-09,2.177019444273313,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.06,14,1,0.9443409404627499,0.0,0.9812202949779888,6.804782515246188e-09,2.2146572976360943,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.06,15,1,0.8816892202395619,0.0,1.0011188453291449,1.0169642905566434e-10,5.757559170644413,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.06,16,1,0.8887250054474586,0.0,0.9920840778982889,1.624925971555058e-09,6.228935229764801,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.06,17,1,0.9135482994199231,0.0,0.9909688324922581,4.360003913461696e-09,1.4728855102503076,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.06,18,1,0.8978553556164333,0.0,0.9881668791749438,2.2971369429938882e-08,10.637579040963217,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.06,19,1,0.9055216709305616,0.0,1.0017880906991328,6.709740318910917e-09,1.4580616206358599,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.06,20,1,0.951361153783326,0.0,0.9869206016061876,6.031882548995782e-09,12.693274846877657,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.06,21,1,0.9780720184466892,0.0,0.9906241354967513,8.567453966305417e-09,10.900518513395056,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.06,22,1,0.892521921020183,0.0,0.967987512563214,1.9747972146433312e-09,34.13097241596671,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.06,23,1,0.9208767198416739,0.0,0.9871625175719403,4.828905275644502e-09,1.105453307460749,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.06,24,1,0.9253530763585255,0.0,0.9879764113717179,4.504487720819875e-09,4.539971443370604,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.06,25,1,0.9253530763585255,0.0,0.9879764113717179,4.504487720819875e-09,4.539971443370604,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.06,27,1,0.9217461483626699,0.0,0.9870018282873275,1.0476810530235525e-08,12.117640328247646,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.06,28,1,0.952291929085327,0.0,0.9872505806578221,7.755694685282866e-09,2.451763812093958,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.06,29,1,0.9231269169610623,0.0,0.9875350156066972,2.3305801732931286e-09,3.5895808233701416,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.06,30,1,0.9237570158678724,0.0,0.9879346173647245,9.24380299884003e-09,4.151601336919768,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.06,31,1,0.9239840271184268,0.0,0.9879542386331517,7.557332537544426e-09,0.1323261233342805,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.06,32,1,0.9239840271184268,0.0,0.9879542386331517,7.557332537544426e-09,0.1323261233342805,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.06,33,1,0.9243235202428425,0.0,0.9880221752061047,5.002675607101992e-09,0.09276263811750596,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.06,34,1,0.9243235202428425,0.0,0.9880221752061047,5.002675607101992e-09,0.09276263811750596,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.06,35,1,0.9243611899441516,0.0,0.9881037541065925,1.7174670574604534e-09,0.3652680699634203,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.06,36,1,0.9243611899441516,0.0,0.9881037541065925,1.7174670574604534e-09,0.3652680699634203,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.06,37,1,0.9248696822815353,0.0,0.9880035803975633,6.773725006068359e-09,5.278150024155309,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.2360908546426326,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.03,0,1,0.9382714822625936,0.0,0.9881946597212223,2.1549695361500198e-10,0.06894638021123001,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.03,1,1,0.9385935818954138,0.0,0.9882849057118739,6.655724463852769e-09,0.6614065502882482,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.03,2,1,0.8857837170451035,0.0,0.9906871094638945,2.369233698118478e-10,0.9401612223685731,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.03,3,1,0.9066643347484052,0.0,0.981505683097474,6.380616923706839e-09,0.9177686355468921,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.03,4,1,0.9999999955748017,0.0,0.9540129712855293,7.923087383483196e-10,2.227021886969382,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.03,5,1,0.9223215534391884,0.0,0.9895209610619571,9.860343652690062e-09,0.8367971025637928,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.03,7,1,0.9525192256168363,0.0,0.988741215195438,6.108598077144717e-09,1.241100200071699,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.03,8,1,0.9545373949773318,0.0,0.9829816782777613,1.514212044639862e-08,0.5975580853275346,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.03,13,1,0.9402434632383974,0.0,0.9813021259520508,1.0070209555124165e-08,2.1762348614551428,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.03,14,1,0.9457190324755936,0.0,0.9813755129995736,8.072447599261068e-09,2.214486204168125,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.03,15,1,0.8822290897446299,0.0,1.0010910101013875,6.879190550534986e-10,5.768928711894475,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.03,16,1,0.8894687151365279,0.0,0.9922614621228586,2.4093083084153477e-09,6.243374855836748,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.03,17,1,0.9146301266981312,0.0,0.9911550148802999,1.5951968634908553e-09,1.4818108067142362,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.03,18,1,0.8985074268233041,0.0,0.9881334498818524,3.8427288018283434e-09,10.635761120891758,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
IEEE RTS 24-bus,0,61,64,Trace-Anchored Reference,0.03,19,1,0.906359465666113,0.0,1.0017918508068384,1.9394974515307695e-10,1.4648028644404008,0.9,0.95,Exp9 checksum-bound network_dc_scale,0.04,0.1573939030950884,0.1180454273213163,259.73921558929453,12
